"row_id","drink","merged","glass","ingredients"
268,"Gin Smash","Old-fashioned glass Gin 2 oz Carbonated water 1 oz Sugar 1 cube Mint 4 Orange 1 slice Cherry 1","Old-fashioned glass",6
269,"Gin Sour","Whiskey sour glass Gin 2 oz Lemon juice 1 oz Sugar 1/2 tsp superfine Orange 1 Maraschino cherry 1","Whiskey sour glass",5
270,"Gin Squirt","Highball glass Gin 1 1/2 oz Grenadine 1 tsp Powdered sugar 1 tblsp Pineapple 3 chunks Strawberries 2 Carbonated water 
","Highball glass",6
271,"Gin Swizzle","Highball glass Lime juice 1 1/2 oz Sugar 1 tsp superfine Gin 2 oz Bitters 1 dash Club soda 3 oz","Highball glass",5
272,"Gin Toddy","Old-fashioned glass Gin 2 oz Water 2 tsp Powdered sugar 1/2 tsp Lemon peel 1 twist of","Old-fashioned glass",4
273,"Girl From Ipanema","Wine Glass Cachaca 25 ml Lemon Juice 15 ml Agave Syrup 10 ml Champagne top up with","Wine Glass",4
274,"Gluehwein","Irish coffee cup Red wine 1 L Water 125 ml Sugar 60 gr Cinnamon 1 Cloves 3 Lemon peel 1 tblsp","Irish coffee cup",6
275,"Godchild","Champagne flute Vodka 1 oz Amaretto 1 oz Heavy cream 1 oz","Champagne flute",3
276,"Godfather","Old-fashioned glass Scotch 1 1/2 oz Amaretto 3/4 oz","Old-fashioned glass",2
277,"Godmother","Old-fashioned glass Vodka 1 1/2 oz Amaretto 3/4 oz","Old-fashioned glass",2
278,"Golden dream","Cocktail glass Galliano 2 parts Triple Sec 2 parts orange juice 2 parts Cream 1 part","Cocktail glass",4
279,"Grand Blue","Old-fashioned glass Malibu rum 1 1/2 cl Peach schnapps 1 1/2 cl Blue Curacao 1 1/2 cl Sweet and sour 3 cl","Old-fashioned glass",4
280,"Grape lemon pineapple Smoothie","Highball glass Grapes 1 cup Lemon 1/4 Pineapple 1/2","Highball glass",3
281,"Grass Skirt","Old-fashioned glass Gin 1 1/2 oz Triple sec 1 oz Pineapple juice 1 oz Grenadine 1/2 tsp Pineapple 1","Old-fashioned glass",5
282,"Grasshopper","Cocktail glass Green Creme de Menthe 3/4 oz Creme de Cacao 3/4 oz white Light cream 3/4 oz","Cocktail glass",3
283,"Green Goblin","Pint glass Cider 1/2 pint hard Lager 1/2 pint Blue Curacao 1 shot","Pint glass",3
284,"Grim Reaper","Old-fashioned glass Kahlua 1 oz 151 proof rum 1 oz Bacardi Grenadine 1 dash","Old-fashioned glass",3
285,"Grizzly Bear","Collins Glass Amaretto 1 part Jägermeister 1 part Kahlua 1 part Milk 2 1/2 parts","Collins Glass",4
286,"H.D.","Beer mug Whisky 4 cl Bailey's irish cream 8 cl Coffee 
","Beer mug",3
287,"Happy Skipper","Highball glass Spiced rum 1 1/2 cl Ginger ale 
 Lime 
 Ice 
","Highball glass",4
288,"Harvey Wallbanger","Collins glass Vodka 1 oz Galliano 1/2 oz Orange juice 4 oz","Collins glass",3
289,"Havana Cocktail","Cocktail glass Light rum 1 oz Pineapple juice 1 oz Lemon juice 1 tsp","Cocktail glass",3
290,"Hawaiian Cocktail","Cocktail glass Gin 2 oz Triple sec 1/2 oz Pineapple juice 1 tblsp","Cocktail glass",3
291,"Hemingway Special","Cocktail glass Rum 12 parts Grapefruit Juice 8 parts Maraschino Liqueur 3 parts Lime Juice 3 parts","Cocktail glass",4
292,"Herbal flame","Mason jar Hot Damn 5 shots Tea very sweet","Mason jar",2
293,"Highland Fling Cocktail","Cocktail glass Scotch 1 1/2 oz Sweet Vermouth 3/4 oz Orange bitters 2 dashes Olive 1","Cocktail glass",4
294,"Holloween Punch","Punch bowl Grape juice 
 Carbonated soft drink , orange
","Punch bowl",2
295,"Homemade Kahlua","Collins Glass Sugar 2 1/2 cups Corn syrup 1 cup Coffee 1 1/2 oz instant Vanilla extract 2 oz Water 3 cups boiling Vodka 1 fifth","Collins Glass",6
296,"Horse's Neck","Highball glass Lemon peel 1 long strip Brandy 2 oz Ginger ale 5 oz Bitters 2 dashes","Highball glass",4
297,"Hot Chocolate to Die for","Coffee mug Chocolate 12 oz fine Butter 1 tsp Vanilla extract 1/2 tsp Half-and-half 1 cup Marshmallows mini","Coffee mug",5
298,"Hot Creamy Bush","Irish coffee cup Irish whiskey 1 shot Bailey's irish cream 3/4 shot Coffee 6 oz hot","Irish coffee cup",3
299,"Ice Pick #1","Collins Glass Vodka 1 1/2 oz Iced tea 6 oz Lemon juice to taste
","Collins Glass",3
300,"Iced Coffee","Coffee mug Coffee 1/4 cup instant Sugar 1/4 cup Water 1/4 cup hot Milk 4 cups cold","Coffee mug",4
301,"Iced Coffee Fillip","Coffee mug Kahlua 2 tsp Coffee Strong cold","Coffee mug",2
302,"Imperial Cocktail","Cocktail glass Lime juice 4 cl Gin 2 cl Aperol 4 cl","Cocktail glass",3
303,"Imperial Fizz","Highball glass Light rum 1/2 oz Blended whiskey 1 1/2 oz Lemon Juice of 1/2 Powdered sugar 1 tsp Carbonated water 
","Highball glass",5
304,"Ipamena","Wine Glass Lime ½ Brown sugar 2 tsp Passion fruit juice 4 cl Ginger ale top up with Ice fill","Wine Glass",5
305,"Irish Coffee","Irish coffee cup Irish whiskey 1 1/2 oz Coffee 8 oz Sugar 1 tsp Whipped cream 1 tblsp","Irish coffee cup",4
306,"Irish Cream","Irish coffee cup Scotch 1 cup Half-and-half 1 1/4 cup Condensed milk 1 can sweetened Coconut syrup 3 drops Chocolate syrup 1 tblsp","Irish coffee cup",5
307,"Irish Curdling Cow","Highball glass Bailey's irish cream 3/4 oz Bourbon 3/4 oz Vodka 3/4 oz Orange juice 2-3 oz","Highball glass",4
308,"Irish Russian","Highball glass Vodka 1 shot Kahlua 1 shot Coca-Cola 1 dash Guinness stout Fill with","Highball glass",4
309,"Irish Spring","Collins glass Irish whiskey 1 oz Peach brandy 1/2 oz Orange juice 1 oz Sweet and sour 1 oz Orange 1 slice Cherry 1","Collins glass",6
311,"Jack's Vanilla Coke","Old-fashioned glass Ice 4-5 Tennessee whiskey 2 oz Vanilla extract 1 tsp Coca-Cola 10-12 oz","Old-fashioned glass",4
310,"Jack Rose Cocktail","Cocktail glass Apple brandy 1 1/2 oz Grenadine 1 tsp Lime Juice of 1/2","Cocktail glass",3
312,"Jackhammer","Collins Glass Jack Daniels 1 oz Amaretto 1 oz","Collins Glass",2
313,"Jam Donut","Shot glass Baileys irish cream 2/3 oz Chambord raspberry liqueur 1/3 oz Sugar syrup 1 tsp Sugar 2 pinches","Shot glass",4
314,"Jamaica Kiss","Hurricane glass Coffee liqueur 1 shot Light rum 1 shot Jamaican Ice cubes
 Milk 
","Hurricane glass",4
315,"Jamaican Coffee","Champagne flute Rum 1/6 glass Coffee 1/6 glass strong black Water 1/2 glass cold Whipped cream 
","Champagne flute",4
316,"Japanese Fizz","Highball glass Blended whiskey 1 1/2 oz Lemon Juice of 1/2 Powdered sugar 1 tsp Port 1 tblsp Egg white 1 Carbonated water 
","Highball glass",6
317,"Jello shots","Shot glass Vodka 2 cups Jello 3 packages Water 3 cups","Shot glass",3
318,"Jelly Bean","Cordial glass Blackberry brandy 1 oz Anis 1 oz","Cordial glass",2
319,"Jewel Of The Nile","Cocktail glass Gin 1 1/2 oz Green Chartreuse 1/2 oz Yellow Chartreuse 1/2 oz","Cocktail glass",3
320,"Jitterbug","Cocktail Glass Gin 2 jiggers Vodka 1 jigger Grenadine 3 dashes Lime juice 1 shot Sugar Around rim put 1 pinch Sugar syrup 3 dashes Soda water Fill to top with","Cocktail Glass",7
321,"John Collins","Collins glass Bourbon 2 oz Lemon juice 1 oz Sugar 1 tsp superfine Club soda 3 oz Maraschino cherry 1 Orange 1","Collins glass",6
322,"Just a Moonmint","Highball Glass Milk 2 cups Chocolate syrup 
 Mint syrup 
","Highball Glass",3
323,"Kamikaze","Cocktail glass Vodka 1 oz Triple sec 1 oz Lime juice 1 oz","Cocktail glass",3
324,"Karsk","Highball glass Coffee 1 part Grain alcohol 2 parts","Highball glass",2
325,"Kentucky B And B","Brandy snifter Bourbon 2 oz Benedictine 1/2 oz","Brandy snifter",2
326,"Kentucky Colonel","Cocktail glass Bourbon 3 oz Benedictine 1/2 oz Lemon peel 1 twist of","Cocktail glass",3
327,"Kill the cold Smoothie","Highball glass Ginger 1 inch Lemon 1/4 Water 1 cup hot","Highball glass",3
328,"Kioki Coffee","Coffee mug Kahlua 1 oz Brandy 1/2 oz Coffee 
","Coffee mug",3
329,"Kir","Wine Glass Creme de Cassis 1 part Champagne 5 parts","Wine Glass",2
330,"Kir Royale","Champagne Flute Creme de Cassis 1 part Champagne 5 parts","Champagne Flute",2
331,"Kiss me Quick","Highball glass Cranberry vodka 4 cl Apfelkorn 2 cl Schweppes Russchian 7 cl Apple juice 8 cl Ice cubes
","Highball glass",5
332,"Kiwi Lemon","Highball glass Kiwi liqueur 1 part Bitter lemon 2 parts Ice cubes
","Highball glass",3
333,"Kiwi Papaya Smoothie","Highball Glass Kiwi 3 Papaya 1/2","Highball Glass",2
335,"Kool-Aid Shot","Old-fashioned glass Vodka 1 shot Amaretto 1 shot Sloe gin 1 shot Triple sec 1 shot Cranberry juice 
","Old-fashioned glass",5
336,"Kool-Aid Slammer","Shot glass Kool-Aid 1/2 oz Grape Vodka 1/2 oz","Shot glass",2
334,"Kool First Aid","Shot glass 151 proof rum 2 oz light Kool-Aid 1/2 tsp Tropical","Shot glass",2
337,"Kurant Tea","Champagne flute Absolut Kurant 4 cl Tea Turkish apple Sugar (if needed)
","Champagne flute",3
338,"Lady Love Fizz","Cocktail glass Gin 2 oz Light cream 2 tsp Powdered sugar 1 tsp Lemon Juice of 1/2 Egg white 1 Carbonated water 
","Cocktail glass",6
339,"Lassi - A South Indian Drink","Highball Glass Yoghurt 1/2 cup plain Water 1 1/4 cup cold Cumin seed 1/2 tsp ground roasted Salt 1/4 tsp Mint 1/4 tsp dried","Highball Glass",5
340,"Lassi - Mango","Highball glass Mango 2 Yoghurt 2 cups Sugar 1/2 cup Water 1 cup iced","Highball glass",4
341,"Lassi - Sweet","Highball glass Yoghurt 1 cup Water 2 cups cold Sugar 4 tblsp Salt pinch Lemon juice 2 tblsp","Highball glass",5
342,"Lassi Khara","Highball Glass Yoghurt 1 cup Water 2 cups cold Salt 1 tsp Asafoetida 1 pinch","Highball Glass",4
343,"Lassi Raita","Highball Glass Yoghurt 2 cups Ice 4-6 Sugar 
 Lime 
 Salt 
","Highball Glass",5
344,"Lemon Drop","Cocktail glass Absolut Vodka 1 1/2 shot Cointreau 1 1/2 shot Lemon Juice of 1 wedge","Cocktail glass",3
345,"Lemon Shot","Shot glass Galliano 1/2 oz Absolut Citron 1/2 oz Lemon wedge
 Sugar Bacardi","Shot glass",4
346,"Lemouroudji","Highball Glass Ginger 2 pieces Water 1 gal Lemon 1 lb Sugar 1 cup Cayenne pepper ground","Highball Glass",5
347,"Limeade","Highball glass Lime Juice of 1 Sugar 1 tblsp Soda water (seltzer water)
","Highball glass",3
348,"Limona Corona","Beer Glass Corona 1 bottle Bacardi Limon 1 oz","Beer Glass",2
349,"Loch Lomond","Cocktail glass Scotch 2 oz Drambuie 1/2 oz Dry Vermouth 1/2 oz Lemon peel 1 twist of","Cocktail glass",4
350,"London Town","Cocktail glass Gin 1 1/2 oz Maraschino liqueur 1/2 oz Orange bitters 2 dashes","Cocktail glass",3
351,"Lone Tree Cocktail","Cocktail glass Sweet Vermouth 3/4 oz Gin 1 1/2 oz","Cocktail glass",2
352,"Lone Tree Cooler","Collins glass Carbonated water 
 Gin 
 Dry Vermouth 
 Powdered sugar 
 Orange spiral 
 Lemon peel 
","Collins glass",6
353,"Long Island Iced Tea","Highball glass Vodka 1/2 oz Tequila 1/2 oz Light rum 1/2 oz Gin 1/2 oz Coca-Cola 1 dash Lemon peel Twist of","Highball glass",6
354,"Long Island Tea","Highball glass Vodka 1/2 oz Light rum 1/2 oz Gin 1/2 oz Tequila 1/2 oz Lemon Juice of 1/2 Coca-Cola 1 splash","Highball glass",6
355,"Long vodka","Highball glass Vodka 5 cl Lime 1/2 Angostura bitters 4 dashes Tonic water 1 dl Schweppes Ice 4","Highball glass",5
356,"Lord And Lady","Old-fashioned glass Dark rum 1 1/2 oz Tia maria 1/2 oz","Old-fashioned glass",2
357,"Lunch Box","Pint glass Beer 3/4 bottle Amaretto 1 shot Orange juice 1 oz","Pint glass",3
358,"Mai Tai","Collins glass Light rum 1 oz Orgeat syrup 1/2 oz Triple sec 1/2 oz Sweet and sour 1 1/2 oz Cherry 1","Collins glass",5
359,"Malibu Twister","Highball glass Malibu rum 2 parts Tropicana 2 parts Cranberry juice 1 part","Highball glass",3
360,"Mango Orange Smoothie","Highball Glass Mango 1 Orange 2","Highball Glass",2
361,"Manhattan","Cocktail glass Sweet Vermouth 3/4 oz Bourbon 2 1/2 oz Blended Angostura bitters dash Ice 2 or 3 Maraschino cherry 1 Orange peel 1 twist of","Cocktail glass",6
362,"Margarita","Cocktail glass Tequila 1 1/2 oz Triple sec 1/2 oz Lime juice 1 oz","Cocktail glass",3
363,"Martinez Cocktail","Cocktail glass Gin 1 oz Dry Vermouth 1 oz Triple sec 1/4 tsp Orange bitters 1 dash Cherry 1","Cocktail glass",5
364,"Martini","Cocktail glass Gin 1 2/3 oz Dry Vermouth 1/3 oz Olive 1","Cocktail glass",3
365,"Mary Pickford","Cocktail glass Light rum 1 1/2 oz Pineapple juice 1 oz Maraschino liqueur 1/2 tsp Grenadine 1/2 tsp Maraschino cherry 1","Cocktail glass",5
366,"Masala Chai","Coffee Mug Water 2 cups Tea 3-4 tsp Ginger 1 chunk dried Cardamom 3-4 crushed Cloves 3 Cinnamon 1 piece Black pepper 1-2 whole Sugar to taste
","Coffee Mug",8
367,"Melya","Coffee mug Espresso 
 Honey Unsweetened","Coffee mug",2
368,"Miami Vice","Cocktail glass 151 proof rum 5 oz Bacardi Pina colada mix frozen Daiquiri mix frozen","Cocktail glass",3
369,"Microwave Hot Cocoa","Coffee mug Sugar 5 tblsp Cocoa powder 3 tblsp Salt 1 dash Water 3 tblsp hot Milk 2 cups Vanilla extract 1/4 tsp","Coffee mug",6
370,"Midnight Cowboy","Cocktail glass Bourbon 2 oz Dark rum 1 oz Heavy cream 1/2 oz","Cocktail glass",3
371,"Midnight Manx","Old-fashioned glass Kahlua 1 oz Bailey's irish cream 1 oz Goldschlager dash Heavy cream 2 oz Coffee 2 oz Hazlenut","Old-fashioned glass",5
372,"Midnight Mint","Cocktail glass Bailey's irish cream 1 oz White Creme de Menthe 3/4 oz Cream 3/4 oz double","Cocktail glass",3
373,"Mimosa","Champagne flute Champagne Chilled Orange juice 2 oz","Champagne flute",2
374,"Mississippi Planters Punch","Collins glass Brandy 1 oz Light rum 1/2 oz Bourbon 1/2 oz Lemon Juice of 1/2 Powdered sugar 1 tblsp Carbonated water 
","Collins glass",6
375,"Mocha-Berry","Irish coffee cup Coffee 6 oz Chambord raspberry liqueur 2 oz Cocoa powder 2 tblsp Whipped cream 
","Irish coffee cup",4
376,"Mojito","Highball glass Light rum 2-3 oz Lime Juice of 1 Sugar 2 tsp Mint 2-4","Highball glass",4
377,"Mojito #3","Collins glass Mint 1/2 handful Lemon juice 3 cl Dark rum 1/8 L Jamaican Club soda 1/8 L Angostura bitters 8 drops","Collins glass",5
378,"Monkey Gland","Cocktail glass Gin 2 oz Benedictine 1 tsp Orange juice 1/2 oz Grenadine 1 tsp","Cocktail glass",4
379,"Monkey Wrench","Old-fashioned glass Light rum 1 1/2 oz Grapefruit juice 3 oz Bitters 1 dash","Old-fashioned glass",3
380,"Moranguito","Shot glass Absinthe 2/5 Tequila 2/5 Grenadine 1/5","Shot glass",3
381,"Moscow Mule","Copper Mug Vodka 2 oz Lime juice 2 oz Ginger ale 8 oz","Copper Mug",3
382,"Mother's Milk","Shot glass Goldschlager 1 oz Butterscotch schnapps 1 oz Milk 1 oz","Shot glass",3
383,"Mudslinger","Punch bowl Southern Comfort 750 ml Orange juice 1 L Pepsi Cola 750 ml","Punch bowl",3
384,"Mulled Wine","Collins Glass Water 3 cups Sugar 1 cup Cloves 12 Cinnamon 2 Lemon peel 1 Red wine 750 ml Brandy 1/4 cup","Collins Glass",7
385,"National Aquarium","Collins Glass Rum 1/2 oz Vodka 1/2 oz Gin 1/2 oz Blue Curacao 1/2 oz Sour mix 2 oz Lemon-lime soda 1 splash","Collins Glass",6
386,"Negroni","Old-fashioned glass Gin 1 oz Campari 1 oz Sweet Vermouth 1 oz","Old-fashioned glass",3
387,"New York Lemonade","Cocktail glass Absolut Citron 2 oz Grand Marnier 1 oz Lemon juice 2 oz sweetened Club soda 1 oz","Cocktail glass",4
388,"New York Sour","Whiskey sour glass Blended whiskey 2 oz Lemon Juice of 1/2 Sugar 1 tsp Red wine (Claret)
 Lemon 
 Cherry 
","Whiskey sour glass",6
389,"Nuked Hot Chocolate","Coffee mug Cocoa powder 2 tsp Sugar 1 tsp Vanilla extract 1/2 tsp Milk 12 oz","Coffee mug",4
390,"Nutty Irishman","Highball Glass Bailey's irish cream 1 part Frangelico 1 part Milk 1 part","Highball Glass",3
391,"Old Fashioned","Old-fashioned glass Bourbon 4.5 cL Angostura bitters 2 dashes Sugar 1 cube Water dash","Old-fashioned glass",4
392,"Orange Crush","Shot glass Vodka 1 oz Triple sec 1 oz Orange juice 1 oz","Shot glass",3
393,"Orange Oasis","Highball glass Cherry brandy 1/2 oz Gin 1 1/2 oz Orange juice 4 oz Ginger ale 
","Highball glass",4
394,"Orange Push-up","Hurricane glass Spiced rum 1.5 oz Grenadine 0.5 oz Orange juice 4 oz Sour mix 1 splash","Hurricane glass",4
395,"Orange Scented Hot Chocolate","Coffee mug Milk 2 cups Chocolate 4 oz chopped bittersweet or semi-sweet Orange peel 3 2-inch strips Espresso 1/2 tsp instant Nutmeg 1/8 tsp ground","Coffee mug",5
396,"Orange Whip","Collins Glass Orange juice 4 oz Rum 1 oz Vodka 1 oz Cream 1 package Ice Over","Collins Glass",5
397,"Orangeade","Highball glass Lemon juice 5 cl Orange juice 15 cl Sugar syrup 2-3 cl Soda water 
","Highball glass",4
398,"Oreo Mudslide","Collins Glass Vodka 1 oz Kahlua 1 oz Bailey's irish cream 1 oz Vanilla ice-cream 2 scoops Oreo cookie 1","Collins Glass",5
399,"Orgasm","Cocktail glass Creme de Cacao 1/2 oz white Amaretto 1/2 oz Triple sec 1/2 oz Vodka 1/2 oz Light cream 1 oz","Cocktail glass",5
400,"Owen's Grandmother's Revenge","Highball glass Whiskey 12 oz Beer 12 oz Lemonade 12 oz frozen Ice 1 cup crushed","Highball glass",4
401,"Paradise","Cocktail glass Gin 7 parts Apricot Brandy 4 parts Orange Juice 3 parts","Cocktail glass",3
402,"Pina Colada","Collins glass Light rum 3 oz Coconut milk 3 tblsp Pineapple 3 tblsp","Collins glass",3
403,"Pineapple Gingerale Smoothie","Highball Glass Ginger 1/4 inch Pineapple 1/2","Highball Glass",2
404,"Pink Gin","White wine glass Bitters 3 dashes Gin 2 oz","White wine glass",2
405,"Pink Lady","Cocktail glass Gin 1 1/2 oz Grenadine 1 tsp Light cream 1 tsp Egg white 1","Cocktail glass",4
406,"Pink Panty Pulldowns","Collins Glass Sprite 1 L Pink lemonade 2 cups Vodka 2 cups","Collins Glass",3
407,"Pink Penocha","Punch bowl Everclear 750 ml Vodka 1750 ml Peach schnapps 1750 ml Orange juice 1 gal Cranberry juice 1 gal","Punch bowl",5
408,"Pisco Sour","Cocktail glass Pisco 2 oz Lemon juice 1 oz Sugar 1-2 tblsp","Cocktail glass",3
409,"Planter's Punch","Collins glass Dark rum 1 part Orgeat syrup 1/2 part Orange juice 2 parts Pineapple juice 1 part","Collins glass",4
410,"Popped cherry","Highball glass Vodka 2 oz Cherry liqueur 2 oz Cranberry juice 4 oz Orange juice 4 oz","Highball glass",4
411,"Poppy Cocktail","Cocktail glass Gin 1 1/2 oz Creme de Cacao 3/4 oz white","Cocktail glass",2
412,"Port And Starboard","Pousse cafe glass Grenadine 1 tblsp Green Creme de Menthe 1/2 oz","Pousse cafe glass",2
413,"Port Wine Cocktail","Cocktail glass Port 2 1/2 oz Brandy 1/2 tsp","Cocktail glass",2
414,"Port Wine Flip","Whiskey sour glass Port 1 1/2 oz Light cream 2 tsp Powdered sugar 1 tsp Egg 1 whole Nutmeg 
","Whiskey sour glass",5
415,"Porto flip","Cocktail glass Brandy 3 parts Port 9 parts Egg Yolk 2 parts","Cocktail glass",3
416,"Pysch Vitamin Light","Collins Glass Orange juice 1 part Apple juice 1 part Pineapple juice 1 part Ice 
","Collins Glass",4
417,"Quaker's Cocktail","Cocktail glass Light rum 3/4 oz Brandy 3/4 oz Lemon Juice of 1/4 Raspberry syrup 2 tsp","Cocktail glass",4
418,"Quarter Deck Cocktail","Cocktail glass Light rum 1 1/2 Sherry 1/3 oz cream Lime Juice of 1/2","Cocktail glass",3
419,"Queen Bee","Cocktail glass Coffee brandy 1 oz Lime vodka 1 1/2 oz Sherry 1/2 oz cream","Cocktail glass",3
420,"Queen Charlotte","Collins glass Red wine 2 oz Grenadine 1 oz Lemon-lime soda 
","Collins glass",3
421,"Queen Elizabeth","Cocktail glass Dry Vermouth 1/2 oz Gin 1 1/2 oz Benedictine 1 1/2 tsp","Cocktail glass",3
422,"Quentin","Cocktail glass Dark rum 1 1/2 oz Kahlua 1/2 oz Light cream 1 oz Nutmeg 1/8 tsp grated","Cocktail glass",4
424,"Quick-sand","Highball glass Black Sambuca 25 ml Orange juice Add 250 ml","Highball glass",2
423,"Quick F**K","Shot glass Kahlua 1 part Midori melon liqueur 1 part Bailey's irish cream 1 part","Shot glass",3
425,"Radioactive Long Island Iced Tea","Collins Glass Rum 1 oz Vodka 1 oz Tequila 1 oz Gin 1 oz Triple sec 1 oz Chambord raspberry liqueur 1 oz Midori melon liqueur 1 oz Malibu rum 1 oz","Collins Glass",8
426,"Radler","Highball glass Beer 12 oz 7-Up 12 oz","Highball glass",2
427,"Rail Splitter","Highball glass Sugar syrup 2 tsp Lemon juice 
","Highball glass",2
428,"Raspberry Cooler","Highball glass Raspberry vodka 2 oz Lemon-lime soda 4 oz Ice 
","Highball glass",3
429,"Red Snapper","Old-fashioned glass Crown Royal 1 shot Amaretto 1 shot Cranberry juice 1 shot","Old-fashioned glass",3
